,external_mall_id,block_id,average_dwell_time,median_dwell_time,store_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,mall_name,mall_country,mall_id,total_mall_area,store_name,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,service_charges_r12m,marketing_costs_r12m,real_estate_taxes_r12m,maintenance_works_r12m
175,13,7746,2091.845626302696,2100.0,104.0,11872.1,611508.7,428.6,22076.13,118721,6115087,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_99,01/08/2013,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,7584902.0,58564.0,179.18,6509.0,2469.0,13029.0,2351.0
176,30,7406,526.6819475424967,240.0,1895.0,32936.82,572259.73,1236.54,21484.15,362305,6294857,293,Westfield Arkadia,Poland,6.0,77325.5,store_486,14/02/2024,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,392386.0,250819.0,401.7,52061.0,6189.0,13818.0,4137.0
177,14,4992,1225.7046177673776,300.0,5066.0,10461.23,1066017.08,371.57,37863.99,135996,13858222,366,Westfield La Part Dieu,France,17.0,141267.4,store_298,20/11/2023,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,1970728.0,315312.0,230.6,17371.0,0.0,9856.0,289.0
178,16,1648,3185.8823529411766,270.0,5383.0,3857.15,933936.08,137.0,33172.59,50143,12141169,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_90,21/12/2023,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,308116.0,24200.0,76.0,17371.0,2979.0,14037.0,6289.0
179,18,11252,1337.329347284504,960.0,9222.0,4084.25,360866.75,212.17,18746.32,16337,1443467,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3235,28/08/2018,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Asian - Fast Meal,3204251.0,300000.0,92.0,20531.5,0.0,22456.5,87375.0
180,25,6321,745.0712170664212,360.0,11578.0,156965.46,1728936.15,5575.28,61410.3,2040551,22476170,366,Westfield Parquesur,Spain,61.0,91858.1,store_98,10/11/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1148113.0,244609.0,1115.0,18445.5,15767.0,482.0,33275.5
181,25,6321,745.0712170664212,360.0,11387.0,156965.46,1728936.15,5575.28,61410.3,2040551,22476170,366,Westfield Parquesur,Spain,61.0,91858.1,store_98,01/01/2007,08/08/2023,Fashion apparel,Family Fashion,Family Fashion,1068228.0,102669.0,0.0,18445.5,0.0,18402.0,33275.5
183,14,5137,397.7486671744098,240.0,4782.0,5535.62,559170.08,196.62,19861.23,71963,7269211,366,Westfield La Part Dieu,France,17.0,141267.4,store_1007,01/09/2007,2099-01-01 00:00:00,Fashion apparel,Matern./Childr. Fash.,Children fashion,44137972.0,83386.0,155.0,12498.0,0.0,6397.0,3610.0
186,12,2852,392.3371104815864,240.0,4556.0,7309.08,555560.46,259.61,19733.02,95018,7222286,366,Westfield Forum Des Halles,France,19.0,74438.4,store_49,14/03/2006,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,383797.0,272263.0,65.0,43179.0,0.0,9285.0,3221.0
187,19,7161,897.8632584687927,240.0,541.0,2043.73,304016.82,76.73,11413.6,22481,3344185,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_192,13/10/2017,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,25452691.0,2226816.0,42.0,16873.0,0.0,6934.0,2304.0
192,17,4298,647.5683756044194,540.0,5783.0,25583.0,982049.13,1028.46,39479.36,204664,7856393,199,Westfield Rosny 2,France,15.0,98221.7,store_822,21/02/2019,05/11/2023,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,4518752.71,1727729.0,0.0,19573.0,180.0,20478.5,2278.0
194,18,11297,1485.618465180509,1080.0,9426.0,3155.25,192637.5,163.91,10007.14,12621,770550,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3333,01/11/2021,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,1336351.0,59142.0,119.0,7349.0,0.0,22456.5,338.0
195,19,7126,797.125559305582,360.0,378.0,77243.18,990098.27,2899.91,37170.92,849675,10891081,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_27,21/12/1987,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1315028.0,156063.0,3841.87,16873.0,4561.0,6934.0,1693.0
199,36,1230,1350.2861400162103,600.0,7212.0,79589.5,840170.25,3282.04,34646.2,318358,3360681,97,Westfield CentrO,Germany,35.0,139180.0,store_468,21/03/2019,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,807187.0,550209.0,516.0,62149.0,1341.0,20572.0,1757.0
201,19,7056,1156.1179987690143,960.0,673.0,15693.55,437031.09,589.18,16407.31,172629,4807342,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_166,02/09/2022,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,1062518.0,140288.0,308.0,2686.0,6268.0,6934.0,17296.0
202,16,1750,577.7265577208774,300.0,5108.0,21980.69,1032572.85,780.73,36676.08,285749,13423447,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1312,01/01/1990,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,95616.0,24363.0,1037.0,120463.0,44662.0,7908.0,23599.0
203,22,6679,681.825575201694,300.0,4413.0,39262.83,333337.92,1402.24,11904.93,471154,4000055,336,Westfield Euralille,France,26.0,58389.7,store_199,12/12/2013,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,103364.0,68014.0,862.0,126646.0,0.0,17866.0,2748.0
204,25,6312,353.75665100101446,240.0,11514.0,7913.92,1080126.46,281.1,38365.15,102881,14041644,366,Westfield Parquesur,Spain,61.0,91858.1,store_133,31/07/2020,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,97965.0,78728.0,105.0,18445.5,2001.0,18402.0,33275.5
206,18,11069,652.6432208784214,180.0,9449.0,6370.75,461776.5,330.95,23988.39,25483,1847106,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3350,21/07/2022,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,2468340.0,132029.0,205.0,38373.0,0.0,28083.0,36945.0
208,10,4692,302.6930836581592,120.0,1241.0,24159.31,776150.15,858.12,27568.17,314071,10089952,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_688,22/09/2017,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,"Butcher, delicatessen",9159096.0,739134.0,114.92,23381.0,2639.0,10276.0,3841.0
210,22,6713,427.1367475676254,180.0,4515.0,3636.42,416161.17,131.04,14996.8,43637,4993934,333,Westfield Euralille,France,26.0,58389.7,store_1185,05/07/2023,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport equipment,725218.0,133530.0,52.0,215.0,9550.0,17866.0,333.0
211,10,4543,613.1574158325751,180.0,1261.0,971.69,225686.38,34.51,8016.18,12632,2933923,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_555,07/10/2017,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,1242581.0,3676586.0,73.5,386.0,7894.0,10276.0,3841.0
213,25,6287,468.362341796204,300.0,11397.0,45074.46,667198.62,1601.01,23698.31,585968,8673582,366,Westfield Parquesur,Spain,61.0,91858.1,store_11,26/08/2010,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,4058.0,95148.0,400.14,3140.0,0.0,18402.0,309.0
214,22,6610,622.1111761263898,300.0,4430.0,4442.67,464137.33,156.34,16333.28,53312,5569648,341,Westfield Euralille,France,26.0,58389.7,store_1501,14/10/2015,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,754826.0,82037.0,129.0,17371.0,2884.0,15187.0,17103.0
215,23,5952,314.21399212378145,180.0,10245.0,13156.38,264998.69,467.3,9412.52,171033,3444983,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3487,21/08/2020,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,272915.0,658548.0,307.0,33313.0,0.0,2754.0,3310.0
216,13,7580,1382.9117647058824,720.0,268.0,1042.8,420944.2,38.62,15590.53,10428,4209442,270,Westfield Donau Zentrum,Austria,0.0,108440.8,store_241,26/08/2021,2099-01-01 00:00:00,Services,Imaterial services,Travel Agency,214448.0,5412727.0,91.0,273523.0,3602.0,13189.0,2351.0
218,13,7738,328.2033468559838,180.0,31.0,6317.5,344331.0,229.73,12521.13,63175,3443310,275,Westfield Donau Zentrum,Austria,0.0,108440.8,store_31,01/06/2000,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,3838247.0,116029.0,231.0,35256.0,42088.0,11822.0,1003.0
219,32,11051,2281.137714085984,2520.0,12282.0,9746.83,254512.33,367.81,9604.24,58481,1527074,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4233,13/09/2011,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,2329658.52,27395.0,392.91,16030.0,5909.0,6959.5,8093.0
220,33,6847,852.0793950850662,120.0,2225.0,1226.29,87311.0,40.49,2882.91,8584,611177,212,Westfield Mokotow,Poland,5.0,65330.2,store_1088,15/11/2023,28/09/2024,Fashion apparel,Women's Fashion,Women's Fashion,1410750.0,195341.0,50.0,20312.5,0.0,12005.0,21867.5
222,16,1793,367.1996357496538,180.0,5135.0,12127.15,935975.85,430.75,33245.04,157653,12167686,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1356,08/12/2006,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Watches,5330301.39,250105.0,94.0,-429.0,3308.0,13227.5,6289.0
223,19,7047,1492.317732932589,1320.0,635.0,8252.73,530348.73,309.83,19910.7,90780,5833836,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_52,26/08/2021,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Cafeterias,742913.0,509276.0,156.0,9297.0,0.0,6934.0,1693.0
225,7,4816,552.173699886014,300.0,5887.0,17241.89,737468.0,620.71,26548.85,155177,6637212,250,Westfield Vélizy 2,France,14.0,104280.1,store_78,01/01/1996,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",223373.0,88407.0,103.0,10614.0,0.0,60316.0,21775.0
227,7,64,315.8052706592516,180.0,5948.0,5665.67,862426.33,203.15,30923.65,50991,7761837,251,Westfield Vélizy 2,France,14.0,104280.1,store_54,04/07/2011,15/07/2024,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,2201482.0,211160.0,0.0,276.0,20305.0,988.0,21775.0
233,23,6122,252.73835764198284,180.0,10064.0,3440.15,276845.0,122.19,9833.29,44722,3598985,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3701,01/01/2013,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Coffee beans & capsules,14656745.38,967987.0,47.0,304.0,5111.0,8710.0,3310.0
234,19,7127,425.4027254104444,180.0,546.0,10687.73,641685.45,401.25,24090.58,117565,7058540,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_74,01/11/2017,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,318980.0,295803.0,230.07,16873.0,0.0,6934.0,1693.0
235,23,5941,1294.0083661417325,360.0,10307.0,6337.77,450456.62,225.11,15999.83,82391,5855936,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3471,07/10/2023,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",537390.0,1624166.0,134.0,8074.0,12790.0,9972.0,3310.0
237,19,7030,565.1640652713728,300.0,423.0,10506.82,535286.27,394.45,20096.07,115575,5888149,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_323,22/09/2012,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,3769225.0,552117.0,824.44,3798.0,0.0,6934.0,88012.0
240,25,6176,2116.731183201782,1020.0,11436.0,67918.46,793618.46,2412.4,28188.63,882940,10317040,366,Westfield Parquesur,Spain,61.0,91858.1,store_3994,16/08/2014,2099-01-01 00:00:00,Gifts,Toys,Toys,2681544.87,222913.0,967.36,18445.5,288.0,8386.0,33275.5
241,33,6767,436.7173972863704,300.0,2170.0,13932.73,683457.36,481.95,23641.61,153260,7518031,318,Westfield Mokotow,Poland,5.0,65330.2,store_145,30/03/2022,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,2269963.0,246347.0,209.6,151305.0,5727.0,460.0,590.0
242,7,63,449.9262147969245,300.0,5891.0,8004.0,464830.89,287.0,16667.24,72036,4183478,251,Westfield Vélizy 2,France,14.0,104280.1,store_137,08/03/1997,2099-01-01 00:00:00,Fashion apparel,Matern./Childr. Fash.,Children fashion,1789147.0,227405.0,115.0,35269.0,0.0,52351.0,57491.0
244,10,4523,610.3618248557945,240.0,1280.0,2026.85,376169.08,71.99,13361.2,26349,4890198,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_699,11/10/2017,2099-01-01 00:00:00,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,9725512.0,241142.0,125.7,7804.0,2743.0,10276.0,3183.0
245,16,1737,1514.0053078369683,1080.0,5382.0,14814.23,385648.23,526.19,13697.89,192585,5013427,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1502,15/12/2023,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,862948.0,1097585.0,146.0,17371.0,2146.0,6877.0,6289.0
248,30,7445,375.2020390674782,180.0,1680.0,6561.36,572229.09,246.33,21483.0,72175,6294520,293,Westfield Arkadia,Poland,6.0,77325.5,store_897,20/10/2004,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,84206.98,280745.0,165.0,205.0,3584.0,57358.0,4137.0
250,13,7611,1057.764772512743,600.0,149.0,3065.7,444148.5,110.68,16034.24,30657,4441485,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_142,13/06/2016,2099-01-01 00:00:00,Services,Photo services,Photo Development,1173226.0,178232.0,71.05,16873.0,44865.0,13029.0,2351.0
251,15,455,598.110345760354,360.0,5456.0,17430.23,210554.08,620.8,7499.19,226593,2737203,365,Westfield Parly 2,France,12.0,108792.5,store_1372,01/01/2013,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Asian - Fast Meal,2503694.6,158516.0,194.0,17371.0,9022.0,4385.0,6372.0
254,28,5739,396.17814356539935,180.0,10013.0,11803.38,437273.38,419.25,15531.57,153444,5684554,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_763,14/10/2022,2099-01-01 00:00:00,Home,Furniture & Interior Design,Tableware and kitchen tools,2286991.0,1254528.0,185.0,63762.0,0.0,25024.0,19952.0
255,33,6944,368.31066176470586,180.0,2045.0,1832.82,226184.91,63.4,7824.01,20161,2488034,318,Westfield Mokotow,Poland,5.0,65330.2,store_1039,01/02/2016,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,1434444.0,35834.0,73.0,29070.0,15245.0,-16695.0,68754.0
257,12,2850,597.66389882917,240.0,4640.0,140346.54,1591577.23,5012.38,56842.04,1824505,20690504,364,Westfield Forum Des Halles,France,19.0,74438.4,store_98,07/04/2017,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,232613.64,263887.0,791.0,52088.0,2563.0,9285.0,3221.0
258,14,5119,553.8773495612991,360.0,4902.0,29389.46,559473.23,1043.89,19872.0,382063,7273152,366,Westfield La Part Dieu,France,17.0,141267.4,store_1180,31/03/2017,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,155934886.0,84000.0,147.0,17390.0,-30263.0,77427.0,3610.0
259,16,1869,609.7309211130498,240.0,5344.0,3870.23,520865.15,137.47,18500.67,50313,6771247,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_144,01/07/2022,2099-01-01 00:00:00,Home,"DIY, gardening",Do It Yourself and others materials,415810.0,49512.0,121.0,17371.0,49.0,17540.0,6289.0
260,28,5801,215.6713228671835,120.0,9847.0,7692.23,522151.54,273.22,18546.37,99999,6787970,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_564,12/11/2015,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,2058285.0,190561.0,155.0,384379.0,0.0,11717.0,43468.0
262,16,1879,599.5604226112439,120.0,5267.0,17171.15,409468.85,609.9,14543.98,223225,5323095,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_913,13/03/2019,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,10026565.0,406250.0,127.0,14724.0,22154.0,23766.0,6289.0
264,10,4477,615.1408940229636,420.0,1229.0,43525.85,399208.69,1546.0,14179.54,565836,5189713,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_497,25/08/2017,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport general store,367659.0,77079.0,1171.6,15067.0,5132.0,10276.0,100059.0
266,28,5686,329.0497986861623,240.0,9976.0,19682.54,505867.08,699.11,17967.96,255873,6576272,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3473,06/05/2021,2099-01-01 00:00:00,Home,Furniture & Interior Design,Home textile,982921.0,66960.0,372.0,21337.0,0.0,86686.0,19952.0
268,33,6824,661.0985053698333,300.0,2251.0,13693.6,586465.4,580.24,24850.23,136936,5864654,236,Westfield Mokotow,Poland,5.0,65330.2,store_925,27/09/2024,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,29132475.0,9048237.0,588.7,18131.0,0.0,16921.0,21867.5
270,28,5772,277.79264844486335,120.0,10040.0,6954.33,582279.83,239.8,20078.61,41726,3493679,174,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3691,06/04/2024,26/09/2024,Home,Furniture & Interior Design,General home furniture,75001867.0,493880.0,100.0,53253.0,7112.0,11717.0,19952.0
271,16,1866,451.9736386709737,240.0,5245.0,11227.46,512792.62,398.79,18213.95,145957,6666304,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1436,28/09/2017,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,3014979.0,365180.0,271.0,17371.0,48732.0,7352.0,6289.0
273,33,6832,441.4789414834141,180.0,2206.0,7231.27,549802.55,250.14,19018.33,79544,6047828,318,Westfield Mokotow,Poland,5.0,65330.2,store_1082,28/04/2023,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Confectionery,810030.0,127812.0,62.0,20312.5,26146.0,7638.0,21867.5
281,36,1301,359.8671268782602,240.0,7032.0,49848.5,695280.5,2055.61,28671.36,199394,2781122,97,Westfield CentrO,Germany,35.0,139180.0,store_225,28/01/2006,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,9704232.0,114059.0,619.0,15798.0,11653.0,10222.0,171.0
282,26,6511,527.5473578158387,360.0,11142.0,42244.69,855209.38,1500.49,30376.29,549181,11117722,366,Westfield La Maquinista,Spain,64.0,73650.1,store_468,09/03/2010,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,563346.0,31611.0,410.21,42355.0,4096.0,27227.0,12770.0
285,28,5744,916.964739952256,300.0,9844.0,5067.62,676301.38,180.0,24021.63,65879,8791918,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3601,12/11/2015,2099-01-01 00:00:00,Health & Beauty,Hair & Body,Hairdressers,509850.0,935813.0,73.0,135891.0,5980.0,11717.0,19952.0
286,30,7394,281.07008622595623,120.0,1878.0,7169.0,316341.09,269.14,11876.29,78859,3479752,293,Westfield Arkadia,Poland,6.0,77325.5,store_790,10/08/2023,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,1880854.23,93537.0,302.17,20312.5,0.0,13818.0,169476.0
287,13,7544,2103.932847796568,1260.0,314.0,2637.6,337314.5,95.91,12265.98,26376,3373145,275,Westfield Donau Zentrum,Austria,0.0,108440.8,store_272,06/12/2022,2099-01-01 00:00:00,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",237861.0,3059551.0,88.0,8392.0,6079.0,13029.0,2351.0
288,13,7729,512.9818012132524,180.0,197.0,1579.0,681536.67,72.88,31455.54,4737,2044610,65,Westfield Donau Zentrum,Austria,0.0,108440.8,store_187,15/07/2019,14/06/2024,Food & Beverage Services,Gourmet Food Products,"Herbal, spices and tea products",827507.0,109701.0,0.0,108384.0,3134.0,13029.0,2351.0
291,23,5986,441.4471102390296,300.0,10197.0,14497.69,221551.62,514.95,7869.32,188470,2880171,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_436,27/09/2018,2099-01-01 00:00:00,Culture & Media & Technology,Electronics and household appliances,Multibrand electronics,25037685.0,707554.0,1115.0,386.0,2791.0,12901.0,98522.0
297,13,7653,562.1758428805238,240.0,243.0,15170.7,344292.6,551.66,12519.73,151707,3442926,275,Westfield Donau Zentrum,Austria,0.0,108440.8,store_94,13/11/2020,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,61698.0,185762.0,599.0,7719.0,0.0,13029.0,2351.0
298,15,429,316.8619881101821,180.0,5476.0,12310.38,387451.0,437.25,13761.92,160035,5036863,366,Westfield Parly 2,France,12.0,108792.5,store_109,02/09/2014,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,1310450.75,113770.0,155.0,10375.0,5101.0,11600.0,6372.0
300,19,7139,726.1179304981625,300.0,420.0,15065.0,522963.55,565.58,19633.44,165715,5752599,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_98,27/09/2012,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1266453.5,5779887.0,715.79,59808.0,8058.0,6934.0,1693.0
301,19,7222,206.70070849556396,120.0,452.0,4626.45,237700.82,173.69,8923.92,50891,2614709,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_335,01/07/2013,2099-01-01 00:00:00,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",40389238.0,7395936.0,65.34,16873.0,17738.0,6934.0,1693.0
302,33,6911,261.8538153709341,180.0,2186.0,4685.55,268121.82,162.08,9274.65,51541,2949340,318,Westfield Mokotow,Poland,5.0,65330.2,store_763,25/11/2022,2099-01-01 00:00:00,Home,Furniture & Interior Design,Tableware and kitchen tools,548416.0,220539.0,92.4,20312.5,0.0,8986.0,21867.5
