,external_mall_id,block_id,average_dwell_time,median_dwell_time,store_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,mall_name,mall_country,mall_id,total_mall_area,store_name,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m
86,24,2265,803.368760327782,600.0,11033.0,118002.15,690803.62,4191.33,24536.74,1534028,8980447,366,Westfield Glòries,Spain,62.0,35087.8,store_63,09/11/2017,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,333430.0,426672.0,2930.87,,22588.0,6555.0,,,,
87,32,11467,2411.2914285714287,1560.0,12381.0,6578.67,1038983.17,248.25,39206.91,39472,6233899,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4592,20/02/2023,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Sandwiches,1229514.0,263697.0,35.49,,,0.0,,547.0,,
88,13,7593,343.2126805630052,180.0,54.0,25902.5,1268151.2,935.11,45781.63,259025,12681512,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_53,01/08/1995,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Coffee beans & capsules,2364344.0,,265.0,,383603.0,0.0,,,,2381.0
89,13,7628,564.0352633083996,420.0,302.0,45428.6,354445.5,1640.02,12795.87,454286,3544455,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_11,18/08/2022,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,517752.0,99960.0,723.0,,,0.0,14897.0,,,
90,10,4482,286.9525169582292,120.0,1466.0,4372.31,212359.38,155.3,7542.82,56840,2760672,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_396,14/11/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,759906.0,172550.0,170.1,,9404.0,1772.0,920.0,2673.0,,
91,19,7121,366.4082509669102,180.0,538.0,5429.45,699227.09,203.84,26250.85,59724,7691498,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_23,18/08/2017,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,2232275.53,,145.24,,,0.0,,58524.0,,744.0
92,22,6677,2710.1703048551,1680.0,4384.0,5812.5,851042.33,205.15,30036.79,69750,10212508,340,Westfield Euralille,France,26.0,58389.7,store_87,07/02/2007,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Sandwiches,42654837.8,187484.0,92.0,,12874.0,9930.0,,113022.0,,
93,13,7606,585.727886977887,120.0,317.0,2110.6,294716.4,76.19,10639.58,21106,2947164,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_274,01/02/2023,2099-01-01 00:00:00,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",935789.0,,47.0,,,0.0,,125959.0,,
94,15,512,352.48931997098254,180.0,5459.0,5580.46,647898.15,198.21,23012.78,72546,8422676,366,Westfield Parly 2,France,12.0,108792.5,store_778,12/04/2013,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,6125098.0,,319.0,,19634.0,0.0,,1307.0,,
95,33,6929,3430.173134328358,1620.0,2102.0,4490.4,426894.8,161.53,15355.93,44904,4268948,278,Westfield Mokotow,Poland,5.0,65330.2,store_933,16/10/2018,03/02/2024,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,768734.0,39026.0,0.0,,,4082.0,11827.0,171980.0,3659.0,1167.0
96,33,6929,3430.173134328358,1620.0,2235.0,4490.4,426894.8,161.53,15355.93,44904,4268948,278,Westfield Mokotow,Poland,5.0,65330.2,store_1092,10/04/2024,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,64638.0,,179.3,,,0.0,,11822.0,,
97,13,7695,447.57317465422966,240.0,20.0,2398.0,375164.1,87.2,13642.33,23980,3751641,275,Westfield Donau Zentrum,Austria,0.0,108440.8,store_20,01/04/2010,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones accessories,65581390.0,437851.0,36.0,,496.0,0.0,,,,
98,19,7087,790.5903760614638,240.0,699.0,932.91,49083.91,35.14,1849.05,10262,539923,292,Westfield Shopping City Süd,Austria,1.0,120306.9,store_445,12/04/2023,2099-01-01 00:00:00,Health & Beauty,Health Services,Health Services,136256.0,137933.0,171.0,,,5638.0,,,,
99,18,11201,286.66936340193155,180.0,9273.0,7780.75,474663.25,404.19,24657.83,31123,1898653,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_2649,01/02/2020,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,3590896.0,,136.0,,31197.0,7643.0,,,1449.0,
100,33,6818,1547.6634945465607,480.0,2021.0,17265.89,505271.56,597.67,17490.17,155393,4547444,260,Westfield Mokotow,Poland,5.0,65330.2,store_653,01/03/2014,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,1458935.0,,71.13,,17292.0,10560.0,,,,
101,33,6818,1547.6634945465607,480.0,2021.0,10315.5,455043.5,625.18,27578.39,20631,910087,33,Westfield Mokotow,Poland,5.0,65330.2,store_653,01/03/2014,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,1458935.0,,71.13,,17292.0,10560.0,,,,
102,13,7645,627.9775355625346,360.0,213.0,23281.3,332222.1,840.48,11993.58,232813,3322221,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_199,20/12/2019,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,844674.0,,622.3,,12158.0,0.0,1663.0,195983.0,,
103,10,4554,275.25131331474154,180.0,1331.0,4197.77,181628.46,149.1,6451.28,54571,2361170,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_637,01/11/2018,2099-01-01 00:00:00,Health & Beauty,Others,Vitamines and Sports Nutrition,450336.37,615976.0,34.0,,111.0,0.0,,8295.0,,2588.0
104,32,11479,212.3134523291249,120.0,12313.0,15869.0,1311499.33,598.83,49490.54,95214,7868996,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4261,20/09/2019,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",802898.0,52917.0,134.76,,1130.0,0.0,1604.0,1379.0,,
105,7,4859,284.36912521440826,180.0,6042.0,2377.22,861062.22,85.24,30874.74,21395,7749560,251,Westfield Vélizy 2,France,14.0,104280.1,store_1992,24/09/2020,2099-01-01 00:00:00,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,84974700.0,,80.0,,-50414.0,0.0,,,,
106,15,452,272.934134674353,180.0,5411.0,14193.08,210492.54,505.51,7496.99,184510,2736403,365,Westfield Parly 2,France,12.0,108792.5,store_2085,04/11/1969,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,Gourmet General Grocery,421941.0,,506.0,,,9185.0,,23185.0,,
107,18,11149,1679.0426716141,300.0,9327.0,1627.75,461776.0,84.56,23988.36,6511,1847104,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3181,15/01/2021,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,844944.0,404470.0,187.0,,4996.0,5841.0,13418.0,115453.0,,369.0
108,17,4292,459.3704317318,240.0,5822.0,3552.85,865729.31,126.19,30749.95,46187,11254481,366,Westfield Rosny 2,France,15.0,98221.7,store_1708,05/11/2021,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,,9683.0,61.0,,54166.0,12207.0,,,,
109,17,4417,369.177554829678,180.0,5711.0,7365.46,464555.77,261.61,16500.61,95751,6039225,366,Westfield Rosny 2,France,15.0,98221.7,store_1436,25/03/2011,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,1025858.0,10735.0,141.0,,,0.0,,,,
110,25,6273,1265.3533169038878,900.0,11429.0,5783.23,197681.92,205.42,7021.49,75182,2569865,366,Westfield Parquesur,Spain,61.0,91858.1,store_3846,27/08/2013,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Latino-American - Fast Meal,,1958322.0,266.43,0.0,204.0,17831.0,2583.0,153275.0,,
111,25,6330,2000.010917030568,1140.0,11542.0,1276.46,389289.54,45.34,13827.22,16594,5060764,366,Westfield Parquesur,Spain,61.0,91858.1,store_2023,02/12/2021,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,1748927.0,600873.0,583.59,-15084.0,,4751.0,,,926.0,81962.0
112,26,6377,440.4514491785762,240.0,11119.0,22993.38,645711.46,816.7,22935.11,298914,8394249,366,Westfield La Maquinista,Spain,64.0,73650.1,store_298,01/01/2007,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,,417782.0,416.15,,1424.0,35700.0,,,,526.0
113,36,1228,219.02279871085824,120.0,7072.0,13255.25,1016115.0,546.61,41901.65,53021,4064460,97,Westfield CentrO,Germany,35.0,139180.0,store_2554,16/01/2010,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,,18038.0,32.0,,895.0,29148.0,3888.0,7221.0,,
114,24,2311,1480.216101319635,1260.0,10960.0,10483.92,173110.31,372.38,6148.73,136291,2250434,366,Westfield Glòries,Spain,62.0,35087.8,store_3847,18/09/2014,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,"Butcher, delicatessen",3113955.75,20772.0,159.11,,44340.0,19875.0,,,,
115,7,4833,1522.924969675966,1080.0,5886.0,2433.67,311084.56,87.96,11244.02,21903,2799761,249,Westfield Vélizy 2,France,14.0,104280.1,store_2035,01/01/1996,2099-01-01 00:00:00,Health & Beauty,Hair & Body,Hairdressers,5297913.0,182061.0,149.0,,7733.0,6007.0,6225.0,1131.0,,
116,16,1820,3099.480400630433,3120.0,5227.0,11977.69,570414.0,425.44,20260.61,155710,7415382,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1329,05/09/2016,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,,593303.0,344.0,,-15219.0,0.0,,,,
117,33,6865,1924.6029173419768,720.0,2030.0,2460.45,372623.82,85.11,12889.5,27065,4098862,318,Westfield Mokotow,Poland,5.0,65330.2,store_1031,06/09/2015,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,1635777.0,,49.3,,,0.0,,,,336179.0
118,10,4710,296.99751778917755,240.0,1163.0,12492.0,1082147.85,443.7,38436.95,162396,14067922,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_484,04/09/2014,2099-01-01 00:00:00,Home,Pets,Pet shops & pet supplies,10088996.0,,163.8,,,0.0,,,,
119,33,6877,894.6714232069095,300.0,1976.0,1377.64,92154.27,47.65,3187.73,15154,1013697,318,Westfield Mokotow,Poland,5.0,65330.2,store_1017,26/02/2010,2099-01-01 00:00:00,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",,,23.7,,330024.0,14560.0,,7379.0,16543.0,
120,7,4811,397.4123790714023,180.0,5918.0,5650.67,603563.89,203.42,21728.3,50856,5432075,250,Westfield Vélizy 2,France,14.0,104280.1,store_1726,10/04/2006,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,1472191.0,141645.0,98.0,,,7881.0,,30056.0,1583.0,37594.0
121,19,7128,598.4105909925888,240.0,726.0,16987.55,641454.09,637.76,24081.89,186863,7055995,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_280,18/11/2023,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",1090528.0,348686.0,58.0,,,0.0,,4406.0,,
122,14,4957,1650.2518308836195,1320.0,4877.0,48495.62,936238.92,1722.52,33254.39,630443,12171106,366,Westfield La Part Dieu,France,17.0,141267.4,store_7,18/12/2014,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,945393.0,772859.0,639.0,,,0.0,,112771.0,,82317.0
123,25,6315,293.93502972415,180.0,11553.0,34460.23,1091243.46,1224.0,38760.01,447983,14186165,366,Westfield Parquesur,Spain,61.0,91858.1,store_262,25/05/2022,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,0.0,,473.25,,8540.0,3266.0,3174.0,6523.0,447.0,
124,33,6751,668.8498434131607,480.0,2048.0,51148.82,416413.91,1769.3,14404.25,562637,4580553,318,Westfield Mokotow,Poland,5.0,65330.2,store_936,31/03/2016,2099-01-01 00:00:00,Gifts,Toys,Toys,356644.0,59506.0,1017.23,-501865.0,1279.0,2426.0,,,,
125,17,4351,538.9370559104285,120.0,5676.0,35421.54,865842.77,1258.14,30753.98,460480,11255956,366,Westfield Rosny 2,France,15.0,98221.7,store_2034,01/07/1995,2099-01-01 00:00:00,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",2378219.0,1062.0,76.0,,,5951.0,,,13292.0,
126,24,2256,529.8376412521106,180.0,11089.0,4949.08,360688.0,188.12,13710.36,64338,4688944,342,Westfield Glòries,Spain,62.0,35087.8,store_803,01/06/2024,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",28011242.91,404944.0,142.46,,89606.0,0.0,5402.0,6320.0,1865.0,
127,24,2256,529.8376412521106,180.0,11020.0,4949.08,360688.0,188.12,13710.36,64338,4688944,342,Westfield Glòries,Spain,62.0,35087.8,store_803,02/06/2017,31/05/2024,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",,1434055.0,0.0,,18029.0,0.0,,,,
128,32,12036,1295.5950653120465,420.0,12392.0,7399.83,1267055.5,279.24,47813.42,44399,7602333,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4594,02/06/2023,2099-01-01 00:00:00,Luxury,Luxury Jewellery,Luxury Jewellery,223678.0,97162.0,421.63,,,0.0,,25187.0,,
129,10,4497,482.3353293413174,180.0,1306.0,2493.08,423806.08,88.55,15053.22,32410,5509479,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_712,11/10/2017,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,3156827.0,184602.0,169.5,,20901.0,21551.0,,85679.0,,
130,23,5920,422.40549734657776,300.0,10055.0,30901.31,242201.23,1097.59,8602.78,401717,3148616,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3479,01/01/2010,2099-01-01 00:00:00,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,116299.0,2378467.0,412.0,,2257.0,4844.0,,,10240.0,
131,24,2290,367.5290484664503,180.0,11069.0,6593.38,495606.08,234.19,17603.49,85714,6442879,366,Westfield Glòries,Spain,62.0,35087.8,store_2481,18/02/2022,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,696884.82,256326.0,66.3,,386.0,0.0,,,,
132,15,606,959.490904154222,720.0,5426.0,64883.92,285367.54,2336.54,10276.39,843491,3709778,361,Westfield Parly 2,France,12.0,108792.5,store_1592,14/10/1987,2099-01-01 00:00:00,Home,"DIY, gardening",Gardening,,29677.0,9490.0,,36668.0,0.0,,15620.0,,188878.0
133,30,7331,361.0017459624618,240.0,1752.0,25683.45,733691.0,964.23,27544.71,282518,8070601,293,Westfield Arkadia,Poland,6.0,77325.5,store_930,01/04/2016,2099-01-01 00:00:00,Culture & Media & Technology,Computer Products & Electronics games,Computer products,,76431.0,325.0,,24142.0,1208.0,,,-331.0,14509.0
134,7,4814,415.93700079872207,300.0,6071.0,19772.22,737476.89,711.8,26549.17,177950,6637292,250,Westfield Vélizy 2,France,14.0,104280.1,store_145,09/11/2023,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,10000.0,24272.0,246.0,,16032.0,8900.0,4952.0,,,1787.0
135,15,502,529.6559730660579,240.0,5400.0,8304.31,469284.77,294.96,16668.58,107956,6100702,366,Westfield Parly 2,France,12.0,108792.5,store_30,05/04/1991,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Jeans,297825.09,89146.0,186.0,,53879.0,6836.0,,,,
136,16,1783,598.7261500034691,300.0,5279.0,43320.77,400842.77,1538.72,14237.58,563170,5210956,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_15,12/10/2019,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,745026.0,571036.0,759.0,,70537.0,6472.0,7521.0,,,
137,23,5940,675.9954051427056,240.0,10178.0,2489.85,450453.0,88.44,15999.7,32368,5855889,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3549,05/10/2017,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Watches,516142.0,116617.0,66.0,,-1766.0,0.0,18100.0,3201.0,,134911.0
138,23,6085,609.6801484230056,300.0,10130.0,2442.77,754664.77,86.77,26805.03,31756,9810642,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3526,27/11/2014,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,754572.33,,94.0,,34705.0,0.0,,11360.0,,
139,28,5763,381.3735330813032,240.0,9966.0,31323.15,1183659.62,1112.57,42042.55,407201,15387575,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3555,27/11/2020,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,724492.0,111896.0,511.0,,,0.0,,185.0,,
140,33,6819,467.35532462579846,240.0,2227.0,4159.73,683468.45,143.89,23641.99,45757,7518153,318,Westfield Mokotow,Poland,5.0,65330.2,store_1089,24/11/2023,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand Luxury,3813478.0,441990.0,82.69,,5294.0,11481.0,3543.0,16228.0,,34932.0
141,23,6090,661.3342346829859,360.0,10069.0,4316.92,303120.69,153.33,10766.58,56120,3940569,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3107,01/01/2013,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,,37315.0,108.0,,,4908.0,11777.0,,514.0,46924.0
142,13,7655,441.9209950477945,240.0,261.0,5284.3,248763.4,192.86,9078.96,52843,2487634,274,Westfield Donau Zentrum,Austria,0.0,108440.8,store_235,24/06/2021,2099-01-01 00:00:00,Gifts,Toys,Toys,957105.65,305267.0,124.0,,12236.0,0.0,,1695.0,,
143,25,6318,324.18384247331613,180.0,11421.0,10368.0,1181054.77,368.26,41950.03,134784,15353712,366,Westfield Parquesur,Spain,61.0,91858.1,store_3855,27/10/2012,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,,477457.0,169.12,,53581.0,0.0,,31877.0,244.0,
144,26,6391,375.069952063857,180.0,11095.0,61102.0,1045019.46,2170.29,37118.18,794326,13585253,366,Westfield La Maquinista,Spain,64.0,73650.1,store_15,01/01/2007,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,9119214.0,78403.0,383.26,,404716.0,0.0,,,,46189.0
145,26,6473,522.9722401549386,240.0,11331.0,5111.62,363584.38,181.56,12914.2,66451,4726597,366,Westfield La Maquinista,Spain,64.0,73650.1,store_2029,07/07/2023,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,1409857.05,87494.0,185.0,,11471.0,11286.0,,60313.0,,
146,18,11127,1937.7932232841008,1800.0,9325.0,1673.75,419853.25,86.95,21810.56,6695,1679413,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3281,01/07/2020,2099-01-01 00:00:00,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",5125133.06,182310.0,105.0,,276.0,4612.0,,199640.0,,
147,19,7039,670.3256234007325,480.0,399.0,45452.27,530469.09,1706.4,19915.22,499975,5835160,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_11,11/03/2011,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,,,1043.65,,32633.0,0.0,,138696.0,,784.0
148,23,5983,425.28299120234607,240.0,10207.0,4375.15,276852.46,155.4,9833.56,56877,3599082,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3523,03/02/2019,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,1797125.66,,63.0,,7771.0,0.0,4438.0,5224.0,,
149,23,6086,640.3164304252346,420.0,10192.0,7085.08,754729.77,251.66,26807.34,92106,9811487,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_87,07/05/2018,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Sandwiches,797919.07,302693.0,94.0,,31303.0,14578.0,,6258.0,,82.0
150,14,4991,384.2435090828533,180.0,4756.0,24226.85,1084219.31,860.52,38510.52,314949,14094851,366,Westfield La Part Dieu,France,17.0,141267.4,store_1451,09/09/1975,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,17432699.32,131027.0,340.0,,85200.0,7034.0,,,,796.0
152,18,11178,642.2350746268656,360.0,9398.0,2314.0,616315.5,120.21,32016.39,9256,2465262,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3314,04/01/2021,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,,,119.0,,249749.0,0.0,,,4648.0,113495.0
153,14,5179,583.1973399482767,180.0,5088.0,5803.0,460987.0,217.95,17314.07,46424,3687896,213,Westfield La Part Dieu,France,17.0,141267.4,store_1608,14/06/2024,2099-01-01 00:00:00,Home,Furniture & Interior Design,General home furniture,3157613.0,88000.0,178.0,,28623.0,5198.0,,22068.0,,
154,15,549,761.9962025316456,300.0,5516.0,9868.31,829799.77,350.51,29473.76,128288,10787397,366,Westfield Parly 2,France,12.0,108792.5,store_1343,27/05/2017,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,1438594.0,,150.0,,13843.0,1945.0,,,8305.0,
155,23,6080,381.2876331635016,240.0,10063.0,4059.46,244626.62,144.19,8688.92,52773,3180146,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3551,01/01/2013,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,9456294.0,,87.0,,7135.0,0.0,3500.0,14038.0,,164678.0
156,33,6745,776.7326794515569,540.0,1914.0,222653.18,669877.0,7701.84,23171.85,2449185,7368647,318,Westfield Mokotow,Poland,5.0,65330.2,store_996,06/09/2000,2099-01-01 00:00:00,Food Stores & Mass Merchandise,Hypermarkets,Hypermarkets,443737.0,103770.0,5125.06,,,4678.0,,35340.0,2899.0,
157,10,4651,333.83415015811266,120.0,1379.0,14443.23,612538.85,513.01,21756.84,187762,7963005,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_749,03/12/2020,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,605866.9,52779.0,372.8,,32334.0,3327.0,,,,
158,13,7693,1638.4113353370544,1440.0,193.0,5571.1,878874.2,201.12,31728.31,55711,8788742,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_183,18/03/2019,2099-01-01 00:00:00,Health & Beauty,Hair & Body,Hairdressers,,124061.0,160.0,,,0.0,,,,
159,26,6374,402.41660767084494,300.0,11120.0,38818.62,641372.0,1378.8,22780.97,504642,8337836,366,Westfield La Maquinista,Spain,64.0,73650.1,store_3800,01/01/2007,2099-01-01 00:00:00,Culture & Media & Technology,Computer Products & Electronics games,"Video games, softwares",1177939.19,44919.0,258.05,,33290.0,7044.0,,9172.0,631.0,
160,10,4637,414.30757950162814,240.0,1436.0,48631.54,663790.0,1727.35,23577.24,632210,8629270,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_97,30/09/2022,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,,,653.1,,147439.0,1310.0,,23622.0,,127331.0
